Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	adjusted_probs
1680	7	 to	186	False	distilbert/distilgpt2	0.0379652604460716	4.719176292419434	7	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	3042375	[-0.29317457]
1681	8	 remind	186	False	distilbert/distilgpt2	0.001987338764593	8.974946022033691	8	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	2508	[-0.12331053]
1682	9	 him	186	False	distilbert/distilgpt2	0.1589686125516891	2.653186082839966	9	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	130499	[0.02500394]
1683	10	 about	186	False	distilbert/distilgpt2	0.0360274948179721	4.794757843017578	10	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	296707	[-0.10919181]
1684	11	 the	186	False	distilbert/distilgpt2	0.3196768760681152	1.6453136205673218	11	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	6500900	[-0.24565397]
1685	12	 meeting.	186	False	distilbert/distilgpt2	0.1175299354363232	5.187021374702454	12	93	note_meaning2_syn1	unexpected	She left a memo on the table to remind him about the meeting.	3	12558	[-0.00844846]
1686	0	He	187	False	distilbert/distilgpt2	1.0	0.0	0	94	note_meaning2_syn1	expected	He wrote a short note to apologize for being late.	4	622141	[0.83274422]
1687	1	 wrote	187	False	distilbert/distilgpt2	3.048384678550065e-05	15.001595497131348	1	94	note_meaning2_syn1	expected	He wrote a short note to apologize for being late.	4	20257	[-0.12646924]
1688	2	 a	187	False	distilbert/distilgpt2	0.0929929092526435	3.4267354011535645	2	94	note_meaning2_syn1	expected	He wrote a short note to apologize for being late.	4	2959949	[-0.23256551]
1689	3	 short	187	False	distilbert/distilgpt2	0.0136783402413129	6.191962718963623	3	94	note_meaning2_syn1	expected	He wrote a short note to apologize for being late.	4	21522	[-0.11290705]
1690	4	 note	187	False	distilbert/distilgpt2	0.0220405701547861	5.503694534301758	4	94	note_meaning2_syn1	expected	He wrote a short note to apologize for being late.	4	12066	[-0.10390451]
1691	5	 to	187	False	distilbert/distilgpt2	0.272287905216217	1.8767950534820557	5	94	note_meaning2_syn1	expected	He wrote a short note to apologize for being late.	4	3042375	[-0.05885192]
1692	6	 apologize	187	False	distilbert/distilgpt2	0.0001163397973868	13.06936740875244	6	94	note_meaning2_syn1	expected	He wrote a short note to apologize for being late.	4	865	[-0.12507028]
1693	7	 for	187	False	distilbert/distilgpt2	0.3917849063873291	1.3518661260604858	7	94	note_meaning2_syn1	expected	He wrote a short note to apologize for being late.	4	1097120	[0.19236633]
1694	8	 being	187	False	distilbert/distilgpt2	0.0238205343484878	5.391650199890137	8	94	note_meaning2_syn1	expected	He wrote a short note to apologize for being late.	4	74115	[-0.10632614]
1695	9	 late.	187	False	distilbert/distilgpt2	0.1045733815990388	4.203503370285034	9	94	note_meaning2_syn1	expected	He wrote a short note to apologize for being late.	4	26236	[-0.02233121]
1696	0	He	188	False	distilbert/distilgpt2	1.0	0.0	0	94	note_meaning2_syn1	unexpected	He wrote a short memo to apologize for being late.	4	622141	[0.83274422]
1697	1	 wrote	188	False	distilbert/distilgpt2	3.048384678550065e-05	15.001595497131348	1	94	note_meaning2_syn1	unexpected	He wrote a short memo to apologize for being late.	4	20257	[-0.12646924]
1698	2	 a	188	False	distilbert/distilgpt2	0.0929929092526435	3.4267354011535645	2	94	note_meaning2_syn1	unexpected	He wrote a short memo to apologize for being late.	4	2959949	[-0.23256551]
1699	3	 short	188	False	distilbert/distilgpt2	0.0136783402413129	6.191962718963623	3	94	note_meaning2_syn1	unexpected	He wrote a short memo to apologize for being late.	4	21522	[-0.11290705]
1700	4	 memo	188	False	distilbert/distilgpt2	0.0009831010829657	9.99037265777588	4	94	note_meaning2_syn1	unexpected	He wrote a short memo to apologize for being late.	4	1330	[-0.124235]
1701	5	 to	188	False	distilbert/distilgpt2	0.3804213106632232	1.3943299055099487	5	94	note_meaning2_syn1	unexpected	He wrote a short memo to apologize for being late.	4	3042375	[0.04928148]
1702	6	 apologize	188	False	distilbert/distilgpt2	2.7723610401153564e-05	15.138525009155272	6	94	note_meaning2_syn1	unexpected	He wrote a short memo to apologize for being late.	4	865	[-0.12515889]
1703	7	 for	188	False	distilbert/distilgpt2	0.3784955739974975	1.4016515016555786	7	94	note_meaning2_syn1	unexpected	He wrote a short memo to apologize for being late.	4	1097120	[0.179077]
1704	8	 being	188	False	distilbert/distilgpt2	0.0218363180756568	5.517126560211182	8	94	note_meaning2_syn1	unexpected	He wrote a short memo to apologize for being late.	4	74115	[-0.10831036]
1705	9	 late.	188	False	distilbert/distilgpt2	0.0823983247391879	4.646851062774658	9	94	note_meaning2_syn1	unexpected	He wrote a short memo to apologize for being late.	4	26236	[-0.04450627]
1706	0	There	189	False	distilbert/distilgpt2	1.0	0.0	0	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	239225	[0.85867304]
1707	1	 was	189	False	distilbert/distilgpt2	0.0014192722737789	9.460633277893066	1	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	680189	[-0.16976718]
1708	2	 a	189	False	distilbert/distilgpt2	0.2033120840787887	2.298232078552246	2	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	2959949	[-0.12224634]
1709	3	 handwritten	189	False	distilbert/distilgpt2	2.022085573116783e-05	15.593795776367188	3	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	408	[-0.12513545]
1710	4	 note	189	False	distilbert/distilgpt2	0.3976046442985534	1.3305933475494385	4	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	12066	[0.27165956]
1711	5	 waiting	189	False	distilbert/distilgpt2	0.0006124607753008	10.673094749450684	5	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	9526	[-0.12516063]
1712	6	 for	189	False	distilbert/distilgpt2	0.677260160446167	0.5622178912162781	6	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	1097120	[0.47784159]
1713	7	 her	189	False	distilbert/distilgpt2	0.0338533297181129	4.884558200836182	7	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	267907	[-0.1094158]
1714	8	 at	189	False	distilbert/distilgpt2	0.008233780041337	6.924229145050049	8	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	593692	[-0.1570956]
1715	9	 the	189	False	distilbert/distilgpt2	0.5735269784927368	0.8020666241645813	9	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	6500900	[0.00819613]
1716	10	 door.	189	False	distilbert/distilgpt2	0.2139818593859672	2.3376941084861755	10	95	note_meaning2_syn1	expected	There was a handwritten note waiting for her at the door.	4	14804	[0.08785138]
1717	0	There	190	False	distilbert/distilgpt2	1.0	0.0	0	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	239225	[0.85867304]
1718	1	 was	190	False	distilbert/distilgpt2	0.0014192722737789	9.460633277893066	1	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	680189	[-0.16976718]
1719	2	 a	190	False	distilbert/distilgpt2	0.2033120840787887	2.298232078552246	2	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	2959949	[-0.12224634]
1720	3	 handwritten	190	False	distilbert/distilgpt2	2.022085573116783e-05	15.593795776367188	3	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	408	[-0.12513545]
1721	4	 memo	190	False	distilbert/distilgpt2	0.0093887243419885	6.7348551750183105	4	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	1330	[-0.11582938]
1722	5	 waiting	190	False	distilbert/distilgpt2	0.0001584250421728	12.62391185760498	5	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	9526	[-0.12561466]
1723	6	 for	190	False	distilbert/distilgpt2	0.6905249953269958	0.5342342853546143	6	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	1097120	[0.49110642]
1724	7	 her	190	False	distilbert/distilgpt2	0.0294900182634592	5.083629131317139	7	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	267907	[-0.11377911]
1725	8	 at	190	False	distilbert/distilgpt2	0.007305699866265	7.096761703491211	8	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	593692	[-0.15802368]
1726	9	 the	190	False	distilbert/distilgpt2	0.4941318333148956	1.0170319080352783	9	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	6500900	[-0.07119902]
1727	10	 door.	190	False	distilbert/distilgpt2	0.153608102351427	3.2346383333206177	10	95	note_meaning2_syn1	unexpected	There was a handwritten memo waiting for her at the door.	4	14804	[0.02747762]
1728	0	She	191	False	distilbert/distilgpt2	1.0	0.0	0	96	note_meaning2_syn1	expected	She slipped a note under his office door before leaving.	3	272348	[0.85643015]
1729	1	 slipped	191	False	distilbert/distilgpt2	7.501392929043504e-08	23.66826629638672	1	96	note_meaning2_syn1	expected	She slipped a note under his office door before leaving.	3	1684	[-0.125242]
1730	2	 a	191	False	distilbert/distilgpt2	0.0606598705053329	4.043113708496094	2	96	note_meaning2_syn1	expected	She slipped a note under his office door before leaving.	3	2959949	[-0.26489855]
1731	3	 note	191	False	distilbert/distilgpt2	0.013543551787734	6.206249713897705	3	96	note_meaning2_syn1	expected	She slipped a note under his office door before leaving.	3	12066	[-0.11240153]
1732	4	 under	191	False	distilbert/distilgpt2	0.0132643310353159	6.23630428314209	4	96	note_meaning2_syn1	expected	She slipped a note under his office door before leaving.	3	51493	[-0.11535052]
1733	5	 his	191	False	distilbert/distilgpt2	0.2914109230041504	1.7788729667663574	5	96	note_meaning2_syn1	expected	She slipped a note under his office door before leaving.	3	458105	[0.1352627]
1734	6	 office	191	False	distilbert/distilgpt2	0.0002549257769715	11.93763542175293	6	96	note_meaning2_syn1	expected	She slipped a note under his office door before leaving.	3	28205	[-0.12678299]
1735	7	 door	191	False	distilbert/distilgpt2	0.0976135581731796	3.3567745685577393	7	96	note_meaning2_syn1	expected	She slipped a note under his office door before leaving.	3	14804	[-0.02851692]
1736	8	 before	191	False	distilbert/distilgpt2	0.0051608341746032	7.598179817199707	8	96	note_meaning2_syn1	expected	She slipped a note under his office door before leaving.	3	102229	[-0.12688956]
1737	9	 leaving.	191	False	distilbert/distilgpt2	0.152158360928297	3.208409368991852	9	96	note_meaning2_syn1	expected	She slipped a note under his office door before leaving.	3	10597	[0.02631275]
1738	0	She	192	False	distilbert/distilgpt2	1.0	0.0	0	96	note_meaning2_syn1	unexpected	She slipped a memo under his office door before leaving.	3	272348	[0.85643015]
1739	1	 slipped	192	False	distilbert/distilgpt2	7.501392929043504e-08	23.66826629638672	1	96	note_meaning2_syn1	unexpected	She slipped a memo under his office door before leaving.	3	1684	[-0.125242]
1740	2	 a	192	False	distilbert/distilgpt2	0.0606598705053329	4.043113708496094	2	96	note_meaning2_syn1	unexpected	She slipped a memo under his office door before leaving.	3	2959949	[-0.26489855]
1741	3	 memo	192	False	distilbert/distilgpt2	7.395642751362175e-05	13.722965240478516	3	96	note_meaning2_syn1	unexpected	She slipped a memo under his office door before leaving.	3	1330	[-0.12514415]
1742	4	 under	192	False	distilbert/distilgpt2	0.0095347240567207	6.712593078613281	4	96	note_meaning2_syn1	unexpected	She slipped a memo under his office door before leaving.	3	51493	[-0.11908012]
1743	5	 his	192	False	distilbert/distilgpt2	0.2015962302684784	2.3104593753814697	5	96	note_meaning2_syn1	unexpected	She slipped a memo under his office door before leaving.	3	458105	[0.045448]
1744	6	 office	192	False	distilbert/distilgpt2	0.0006922962493263	10.496322631835938	6	96	note_meaning2_syn1	unexpected	She slipped a memo under his office door before leaving.	3	28205	[-0.12634562]
1745	7	 door	192	False	distilbert/distilgpt2	0.0346740297973156	4.850000381469727	7	96	note_meaning2_syn1	unexpected	She slipped a memo under his office door before leaving.	3	14804	[-0.09145645]
1746	8	 before	192	False	distilbert/distilgpt2	0.0032347231172025	8.272141456604004	8	96	note_meaning2_syn1	unexpected	She slipped a memo under his office door before leaving.	3	102229	[-0.12881567]
1747	9	 leaving.	192	False	distilbert/distilgpt2	0.1363545935600995	3.3594701290130615	9	96	note_meaning2_syn1	unexpected	She slipped a memo under his office door before leaving.	3	10597	[0.01050898]
1748	0	He	193	False	distilbert/distilgpt2	1.0	0.0	0	97	note_meaning2_syn1	expected	He received a note from his teacher about the homework.	3	622141	[0.83274422]
1749	1	 received	193	False	distilbert/distilgpt2	1.961064299393911e-06	18.959932327270508	1	97	note_meaning2_syn1	expected	He received a note from his teacher about the homework.	3	12641	[-0.12598206]
1750	2	 a	193	False	distilbert/distilgpt2	0.3052878677845001	1.711757779121399	2	97	note_meaning2_syn1	expected	He received a note from his teacher about the homework.	3	2959949	[-0.02027056]
1751	3	 note	193	False	distilbert/distilgpt2	0.0036570993252098	8.095084190368652	3	97	note_meaning2_syn1	expected	He received a note from his teacher about the homework.	3	12066	[-0.12228798]
1752	4	 from	193	False	distilbert/distilgpt2	0.3852240443229675	1.376230239868164	4	97	note_meaning2_syn1	expected	He received a note from his teacher about the homework.	3	520124	[0.22487626]
1753	5	 his	193	False	distilbert/distilgpt2	0.047046884894371	4.409757137298584	5	97	note_meaning2_syn1	expected	He received a note from his teacher about the homework.	3	458105	[-0.10910134]
1754	6	 teacher	193	False	distilbert/distilgpt2	0.0042355479672551	7.883235454559326	6	97	note_meaning2_syn1	expected	He received a note from his teacher about the homework.	3	6888	[-0.12135891]
1755	7	 about	193	False	distilbert/distilgpt2	0.0295878052711486	5.078853130340576	7	97	note_meaning2_syn1	expected	He received a note from his teacher about the homework.	3	296707	[-0.11563149]
1756	8	 the	193	False	distilbert/distilgpt2	0.2241062521934509	2.157745122909546	8	97	note_meaning2_syn1	expected	He received a note from his teacher about the homework.	3	6500900	[-0.3412246]
1757	9	 homework.	193	False	distilbert/distilgpt2	0.0224023391929222	9.524282455444336	9	97	note_meaning2_syn1	expected	He received a note from his teacher about the homework.	3	1669	[-0.10283872]
1758	0	He	194	False	distilbert/distilgpt2	1.0	0.0	0	97	note_meaning2_syn1	unexpected	He received a memo from his teacher about the homework.	3	622141	[0.83274422]
1759	1	 received	194	False	distilbert/distilgpt2	1.961064299393911e-06	18.959932327270508	1	97	note_meaning2_syn1	unexpected	He received a memo from his teacher about the homework.	3	12641	[-0.12598206]
1760	2	 a	194	False	distilbert/distilgpt2	0.3052878677845001	1.711757779121399	2	97	note_meaning2_syn1	unexpected	He received a memo from his teacher about the homework.	3	2959949	[-0.02027056]
1761	3	 memo	194	False	distilbert/distilgpt2	0.001064260257408	9.875932693481444	3	97	note_meaning2_syn1	unexpected	He received a memo from his teacher about the homework.	3	1330	[-0.12415384]
1762	4	 from	194	False	distilbert/distilgpt2	0.3989382088184356	1.3257626295089722	4	97	note_meaning2_syn1	unexpected	He received a memo from his teacher about the homework.	3	520124	[0.23859042]
